id_processo,numero_processo,polo_ativo,polo_passivo,tipo_processo,area_juridica,valor_causa,custo_total,honorarios_advogado,provisao_risco,fase_atual,status_processo,data_abertura,data_ultima_movimentacao,data_encerramento,tempo_tramitacao_dias,decisao_final,responsavel,escritorio_responsavel,tribunal_responsavel,comarca,instancia,uf_processo,descricao_processo,movimentacoes
25,94109-81.1991.1.43.4990,Macedo,Eloá Ribeiro,Cautelar,Direito do Trabalho,869825.73,48708.79,200152.3,684313.56,Encerrado,Encerrado,2021-03-05,2022-08-01,2022-02-24,356.0,Recurso Improvido,Brayan Pereira,Carvalho Advogados,TJMG,Campinas,2ª Instância,TO,Sapiente repellendus in modi. Nemo doloremque error hic sequi alias necessitatibus.,"['2021-04-03: Ipsum eaque dolorum architecto ducimus autem a harum.', '2021-04-21: Voluptas sunt laudantium fugiat molestias aut laboriosam sint officiis.', '2021-05-22: Cum asperiores sapiente eos eum veritatis asperiores.', '2021-06-07: Suscipit cum asperiores velit voluptatem excepturi.', '2021-08-06: Tempora provident inventore officiis non ipsa amet ex voluptate illum mollitia.', '2021-09-20: Eaque eligendi dolores amet nemo saepe corrupti facere incidunt eos.', '2021-12-19: Nobis dicta ad cupiditate eos aspernatur sapiente est id laudantium optio.', '2022-02-13: Odit harum fuga fugit delectus.', '2022-03-02: Ea iure dolorem eaque aperiam.', '2022-04-08: Assumenda exercitationem molestiae voluptas nihil.']"
26,44782-06.1998.7.68.2862,Mateus Duarte,Porto,Inventário,Direito do Consumidor,504334.85,71796.2,104218.48,0.0,Suspenso,Suspenso,2024-10-25,2025-04-08,,,,Brayan Pereira,Nunes Silva Ltda. Advogados,TRT1,Campinas,1ª Instância,PB,Voluptatum occaecati rerum ducimus tenetur. Assumenda nam mollitia sequi.,['2024-11-16: Perspiciatis nulla blanditiis quidem cupiditate voluptates voluptas repellat commodi incidunt.']
27,72781-51.2017.2.63.8267,Teixeira,Agatha Peixoto,Ação Civil Pública,Direito Imobiliário,585779.32,64260.81,99276.92,295491.02,Arquivado,Arquivado,2024-11-03,2025-06-04,2025-05-09,187.0,Improcedente,Ana Beatriz Alves,Martins Garcia Ltda. Advogados,TRF4,Curitiba,TST,RO,Odio illo vitae fugit alias dicta. Veniam tempora quidem minus accusantium a.,"['2025-01-27: Totam accusamus praesentium nesciunt quos beatae corrupti necessitatibus nesciunt.', '2025-03-10: Unde natus aut enim modi.', '2025-05-19: Soluta eaque omnis nemo labore cupiditate illo nulla.', '2025-06-04: Aliquam suscipit ex dolores quia ullam tempore accusantium.', '2025-06-04: Est sapiente similique placeat voluptas dolorem error.', '2025-06-04: Quo eum quas non at ipsam totam illum laborum.', '2025-06-04: Sint reprehenderit maiores culpa est magni consequatur sed sunt adipisci.', '2025-06-04: Soluta dicta animi alias amet facere.', '2025-06-04: Earum reprehenderit magnam odio commodi adipisci.', '2025-06-04: Laborum ipsum vero labore mollitia exercitationem saepe ea.', '2025-06-04: Eligendi harum cum nemo vitae.', '2025-06-04: Officia perspiciatis eaque illum accusantium quos quisquam.', '2025-06-04: Labore consequatur cupiditate reiciendis.', '2025-06-04: Dolorum rem esse vitae odit incidunt fugiat.', '2025-06-04: Itaque dolor error maxime numquam nesciunt ab voluptatum.', '2025-06-04: Natus nisi eligendi placeat laboriosam excepturi eius eveniet.', '2025-06-04: Ea quae tempora error corrupti quisquam tempore.', '2025-06-04: Illo eum consequuntur ad libero eos tenetur illo qui nesciunt.', '2025-06-04: Repellendus exercitationem quae placeat odit labore velit facere error cumque.', '2025-06-04: Debitis atque consectetur ea repellat quis delectus perspiciatis excepturi at.', '2025-06-04: Dolore sit in suscipit fuga nesciunt iure blanditiis.', '2025-06-04: Sint nesciunt velit architecto suscipit.', '2025-06-04: Blanditiis perspiciatis minus impedit sit corrupti voluptatibus exercitationem voluptates.', '2025-06-04: Corporis similique debitis aspernatur ex voluptates et animi iste.', '2025-06-04: Quis cumque quisquam laudantium quis at.']"
28,27054-71.1993.9.72.6400,Anna Liz Carvalho,Murilo Rios,Mandado de Segurança,Direito Ambiental,352294.54,32026.6,63887.65,65729.25,Suspenso,Suspenso,2022-07-16,2024-02-07,,,,Mateus da Mota,Rezende Monteiro - ME Advogados,TRF1,Curitiba,TST,MA,Reiciendis est qui atque quidem aliquid.,"['2022-08-28: Possimus exercitationem consectetur fugit nihil cumque reprehenderit.', '2022-11-05: Veniam iste maxime minima inventore placeat consequatur.', '2023-01-30: Facere deleniti veniam ullam illo dolorem quas consectetur quasi.', '2023-04-26: Magnam commodi quae recusandae fugiat odit quo numquam nisi aliquid.', '2023-05-14: Officiis accusantium porro impedit fugit.', '2023-07-02: Dolorum praesentium dignissimos placeat ab in aut maxime numquam praesentium.', '2023-07-20: Rerum autem quaerat blanditiis beatae autem dicta dicta ea.', '2023-08-27: Voluptate facere illum cum molestias tenetur porro laboriosam doloremque accusamus.', '2023-10-15: Tenetur saepe pariatur corrupti at.', '2023-12-08: Asperiores quam temporibus officia itaque voluptate eaque amet repellat soluta.']"
29,54541-44.1990.3.19.7566,Fernanda Cassiano,Pastor Câmara S/A,Recuperação Judicial,Direito Previdenciário,454192.14,14551.09,52176.04,0.0,Petição Inicial,Ativo,2021-08-06,2022-06-21,,,,Brenda Alves,Martins Garcia Ltda. Advogados,TRT1,Porto Alegre,STF,PA,Rem perspiciatis debitis fugit facere adipisci placeat. Laboriosam laborum suscipit ipsam.,"['2021-08-27: Eveniet tempora veritatis eaque quasi fuga.', '2021-09-21: Delectus id vitae earum harum sed reiciendis officiis.', '2021-11-09: Beatae possimus animi velit cum impedit.']"
30,68079-84.2017.8.78.8242,Isadora Rios,Araújo Moraes S/A,Cautelar,Direito Penal,678807.77,53034.29,40106.32,393341.93,Saneamento,Ativo,2020-12-16,2022-08-26,,,,Dra. Aurora Pastor,Nunes Silva Ltda. Advogados,STJ,Rio de Janeiro,STJ,RR,Aspernatur ipsam nemo at libero. Blanditiis libero officiis aut impedit nam.,"['2021-01-17: Omnis accusamus sit minima quia quam dolore.', '2021-03-05: Maxime porro nulla inventore quas laboriosam optio odit.', '2021-04-26: Saepe nam voluptates amet officia culpa.', '2021-06-21: Sequi sit asperiores laudantium dolores voluptas amet dolore officia.']"
31,25726-00.2021.7.23.3116,Alexandre Farias,Correia Leão e Filhos,Recuperação Judicial,Direito Empresarial,43259.96,546.11,0.0,0.0,Arquivado,Arquivado,2020-06-03,2024-05-27,2023-11-19,1264.0,Prejudicado,Anna Liz Novaes,Carvalho Advogados,TJBA,Rio de Janeiro,STF,SC,Totam velit harum molestiae eligendi tenetur. Maiores magni laborum eos officiis eum.,"['2020-08-10: Recusandae vitae odit tempora natus.', '2020-10-01: Veniam facilis amet dolore iste nam nulla labore omnis.', '2020-10-30: Beatae quis dolore exercitationem rerum vitae eos minima praesentium.', '2021-01-04: Tempore laudantium reprehenderit quia illum.', '2021-01-21: Nostrum deleniti ut hic itaque quos quaerat.', '2021-03-18: Quidem aliquid odio perferendis commodi.', '2021-04-23: Itaque nihil magnam vitae a quasi mollitia inventore nesciunt.', '2021-07-05: Quos tenetur porro cupiditate repellendus aut omnis non eum sunt.', '2021-09-04: Voluptatem totam quis earum vitae voluptas iste consequatur impedit.', '2021-09-30: Error praesentium similique quae vel odio dicta numquam enim exercitationem.', '2021-12-09: Voluptatem officiis vero magnam possimus eum.', '2022-01-06: Quis natus nesciunt velit quae.', '2022-02-21: Enim sed repellat minima ad corporis pariatur dicta quibusdam cum.', '2022-05-02: Placeat corporis aperiam quos dignissimos molestiae facere.', '2022-07-31: Aut sint qui sint quia natus dolores quos reiciendis.', '2022-10-05: Possimus aliquid fugit impedit ratione placeat vitae.', '2022-12-26: Accusamus dolorum nulla quos sit.', '2023-01-20: Tenetur provident officia quidem molestias nobis quod.', '2023-03-26: Eos debitis placeat deleniti cupiditate maiores.', '2023-05-19: Aliquam eius eaque cum sapiente ab iure vel.', '2023-07-16: Corrupti eum amet ut nulla.', '2023-08-28: Laudantium nemo facere quos et dolore delectus.', '2023-10-24: Ratione cum molestiae illo expedita.', '2023-11-29: Optio ex eos veniam nulla labore.', '2023-12-23: Reprehenderit voluptatem ab pariatur ipsum temporibus nostrum numquam vero placeat.']"
32,76910-81.1997.9.66.4176,da Cruz S.A.,Cauã Carvalho,Ação Civil Pública,Direito Previdenciário,174325.52,5474.13,11343.48,0.0,Arquivado,Arquivado,2021-02-13,2024-12-09,2023-12-20,1040.0,Recurso Provido,Ana Beatriz Alves,Andrade Dias - ME Advogados,TRF3,Belo Horizonte,STJ,DF,Recusandae suscipit ab sunt ipsam dolorem maiores. Distinctio deleniti facere quaerat blanditiis.,"['2021-04-10: Cumque vero modi ab aperiam.', '2021-06-04: Quo sint incidunt aut modi praesentium voluptate quod officia velit quia.', '2021-07-08: Ad quaerat alias asperiores debitis dolorum.', '2021-09-17: Nemo dolorem ea harum occaecati.', '2021-10-10: Et harum blanditiis ab quam aperiam quia aliquid sed.', '2021-12-24: Unde autem ratione error assumenda quisquam ipsa hic.', '2022-03-05: Labore modi consequatur hic reiciendis.', '2022-04-27: Eos odio error suscipit vitae sint officia vero accusamus soluta.', '2022-06-16: Commodi a nisi modi veniam esse.', '2022-09-14: Distinctio temporibus sed consequuntur delectus nulla dolorum beatae.', '2022-10-06: Sequi sed ut voluptatibus itaque mollitia enim architecto atque quas.', '2022-12-05: Veritatis explicabo perferendis doloremque eligendi architecto deserunt laborum eveniet.', '2023-02-22: Possimus corrupti necessitatibus repellat vero cumque et.', '2023-03-18: Quae odit eius facere perspiciatis ex laboriosam.', '2023-05-11: Facere esse mollitia cupiditate non sapiente similique consequuntur molestiae.', '2023-07-24: Quasi occaecati quas tempora sed occaecati repellat.', '2023-10-04: Illo nihil temporibus mollitia molestiae voluptatum iusto quod facilis dolore.', '2023-10-23: Quasi enim iure magni id magnam optio sed rem nostrum.', '2023-11-14: Quidem consequuntur culpa necessitatibus natus sit.', '2024-01-15: Quasi laboriosam facere dolor laborum aperiam.', '2024-03-06: Doloremque pariatur maxime recusandae harum ullam sunt aliquam.', '2024-03-30: Aut voluptas odio earum quia neque necessitatibus fugiat.', '2024-04-25: Facilis officiis saepe maxime fugiat tenetur maiores explicabo.']"
33,90610-76.2022.7.60.1672,Câmara,Borges,Revisão Contratual,Direito Empresarial,451072.59,55723.41,0.0,0.0,Recurso Especial,Ativo,2022-05-19,2023-05-08,,,,Otávio Fernandes,Souza Novais - EI Advogados,TST,Fortaleza,2ª Instância,AL,Cum occaecati aliquam nemo animi ea debitis vero. Voluptas odit soluta quas reprehenderit veniam dolor non.,['2022-07-04: Repellat quam laboriosam laboriosam distinctio cum rerum ad aliquam.']
34,67377-56.2023.9.79.3600,Julia Montenegro,Caleb Porto,Ação Popular,Direito de Família,330361.06,29109.72,33167.97,0.0,Encerrado,Encerrado,2024-06-06,2025-06-04,2025-06-01,360.0,Parcialmente Procedente,Luiz Henrique Ferreira,Nunes Silva Ltda. Advogados,TRF1,Vitória,STJ,AM,Praesentium nostrum perferendis facere omnis voluptate assumenda. Quod explicabo hic nesciunt maxime.,"['2024-08-10: Cupiditate rerum nobis recusandae reprehenderit delectus optio eaque quam.', '2024-09-10: Ullam nisi architecto fugiat consequatur accusantium minima tenetur.', '2024-10-05: Repudiandae non debitis temporibus nobis soluta minus quibusdam at.', '2024-11-28: Temporibus molestiae a vel perspiciatis inventore.', '2025-02-22: Fuga aliquam minus dolorem rem ratione fugit nihil qui.', '2025-04-26: Atque consequatur labore doloremque similique eligendi soluta illum deleniti quae.', '2025-06-04: Neque blanditiis ab omnis.', '2025-06-04: Illum autem incidunt nesciunt ea modi natus nostrum.', '2025-06-04: Quidem impedit quos laboriosam fuga mollitia ducimus esse.', '2025-06-04: Quo id consequuntur sint blanditiis dolorem quos veniam.', '2025-06-04: Dolor id excepturi mollitia possimus.', '2025-06-04: Cum vitae a at corporis.', '2025-06-04: Ipsa aperiam dolore aspernatur alias fugit voluptates nostrum maxime quae.', '2025-06-04: Animi quo cupiditate laudantium ab sed ut maxime deserunt quos.']"
35,57526-39.2001.4.44.8967,Siqueira,Borges S.A.,Conhecimento,Direito Tributário,738905.36,61857.04,166459.53,426937.41,Encerrado,Encerrado,2021-01-02,2025-01-13,2022-02-28,422.0,Parcialmente Procedente,Cauã Rocha,Azevedo Advogados,TRF3,Fortaleza,TST,TO,Quo minima voluptatum.,"['2021-02-07: Mollitia quas nam nesciunt expedita.', '2021-04-19: Dolorem vitae iste illo a cupiditate magni.', '2021-05-09: Asperiores eos veniam rem vero soluta repellat nemo possimus vitae.', '2021-07-15: Laborum doloribus excepturi quod placeat tempore similique laboriosam ducimus fugit.', '2021-09-14: Perspiciatis dolorem et veritatis maxime ab rerum.', '2021-10-29: Enim id quibusdam exercitationem mollitia debitis et.', '2022-01-08: Tempora eaque veniam placeat tenetur libero.', '2022-02-28: Doloremque doloribus eaque dolorem rerum saepe.', '2022-05-11: Culpa autem ullam perferendis optio nostrum quisquam molestiae.', '2022-06-24: Sed fuga et tempore sunt.', '2022-09-15: Sit laudantium voluptates totam eligendi dolore nemo amet reiciendis laboriosam.', '2022-10-30: Adipisci expedita similique quod itaque blanditiis maxime et ab perferendis.', '2022-12-23: Neque eveniet nostrum ea molestias dolores iusto nostrum.', '2023-03-08: Delectus incidunt in quibusdam facilis id iste necessitatibus.', '2023-04-16: Placeat repellendus quam rem nam sequi deserunt reiciendis qui labore.', '2023-06-17: Debitis libero voluptatum sed.', '2023-09-13: Modi et laborum dolorum similique aliquid aut cum dolor ducimus.', '2023-11-23: Atque quia ea facere nam repellat exercitationem illum expedita perspiciatis non.', '2024-02-05: Nemo officiis cupiditate quos explicabo perferendis laborum qui suscipit fugit.', '2024-03-27: Iure vero sit odit unde in nostrum.', '2024-05-29: Sed architecto cum dolorem et eos eaque officia.', '2024-08-16: Suscipit quos vel quibusdam maxime ipsum cumque.', '2024-11-06: Commodi doloremque dolorum quia.', '2025-01-13: Distinctio id atque vel labore.']"
36,31241-25.1998.5.07.8873,Caleb Porto,Martins,Monitória,Direito Penal,449869.9,36830.57,0.0,372674.01,Arquivado,Arquivado,2021-04-21,2023-08-19,2023-07-05,805.0,Procedente,Dra. Aurora Pastor,Azevedo Advogados,TRF2,Vitória,2ª Instância,GO,Deleniti sunt ipsa dolorum quaerat officia. Dolore aspernatur numquam maxime reiciendis nostrum.,"['2021-06-25: Nulla assumenda ut harum dolorem qui ipsam.', '2021-09-12: Consectetur saepe adipisci optio similique eveniet.', '2021-11-13: Iusto sit vel molestias consequatur veniam molestiae nihil itaque.', '2021-12-28: Ipsa odit modi tenetur laboriosam dolorem at est impedit culpa.', '2022-03-02: A repellendus sed exercitationem.', '2022-03-27: Modi porro laudantium quidem error quisquam reiciendis nisi reiciendis.']"
37,59140-28.1991.6.13.6493,Santos e Filhos,Pastor - EI,Execução,Direito Administrativo,905951.63,11469.84,72389.09,0.0,Arquivado,Arquivado,2022-09-25,2024-09-07,2023-08-08,317.0,Extinto sem Resolução de Mérito,Sra. Zoe Campos,Rodrigues Duarte S/A Advogados,TST,Recife,TST,AC,Minus ipsum reprehenderit molestiae.,"['2022-10-25: Officiis minus eaque deleniti architecto consequatur beatae.', '2022-11-15: Nulla earum numquam deleniti accusantium amet modi delectus aut.', '2022-12-30: Commodi ipsa ab at accusamus dolor in.', '2023-03-08: Voluptatum iure recusandae ex sapiente veritatis animi quod architecto.', '2023-05-20: Delectus tempore dolorum fugit accusamus voluptate quaerat harum voluptate.', '2023-06-12: Qui alias itaque quo maxime voluptatem labore.', '2023-07-11: Vel culpa quas quia mollitia commodi laboriosam.', '2023-09-27: Dicta suscipit sint dolor beatae odio eveniet.', '2023-12-19: Recusandae nesciunt id doloribus voluptas neque.', '2024-01-05: Porro culpa quo dolorum libero placeat excepturi voluptas quis.', '2024-03-25: Animi officia praesentium recusandae commodi.', '2024-06-21: Et nam officia expedita tempora quasi accusantium.', '2024-08-05: Facere consequatur tempore laborum ipsa eos possimus deleniti.', '2024-09-07: Molestiae eum iusto sint nisi similique.']"
38,48177-54.1990.6.31.7825,Maria Sophia Martins,da Mata Farias Ltda.,Revisão Contratual,Direito do Trabalho,786625.92,63769.53,176728.33,322127.29,Suspenso,Suspenso,2024-04-13,2025-05-01,,,,Anna Liz Novaes,Nunes Silva Ltda. Advogados,TRF2,Fortaleza,TST,PI,Quod dolores quam omnis molestiae harum. Placeat quisquam culpa eligendi illum eum atque.,['2024-06-12: Quod magni quasi sunt.']
39,18855-44.2005.2.99.6447,Câmara Azevedo Ltda.,Camargo,Ação Civil Pública,Direito Penal,183095.72,5287.69,43708.8,47837.93,Encerrado,Encerrado,2020-12-27,2024-03-23,2021-06-20,175.0,Extinto com Resolução de Mérito,Otávio Fernandes,Rodrigues Duarte S/A Advogados,STF,Florianópolis,STF,RO,Corporis aliquid repellendus dicta fugiat quidem sequi beatae. Doloribus numquam corporis.,"['2021-03-02: Saepe consectetur sit dicta laborum.', '2021-05-25: Adipisci odit harum laudantium numquam.', '2021-08-08: Ducimus facilis non architecto ut dignissimos laudantium suscipit aspernatur reiciendis.', '2021-09-24: Facere quia tempora reprehenderit recusandae.', '2021-10-13: Reprehenderit eaque aliquam architecto esse.', '2021-11-21: Vero atque quam minus deleniti minima.', '2022-01-11: Necessitatibus veniam nam nam quia quisquam nemo.', '2022-03-12: Praesentium incidunt aut recusandae mollitia magnam omnis modi nobis.', '2022-04-02: Temporibus mollitia voluptatum sapiente impedit odio repudiandae eum.', '2022-05-29: Natus distinctio quisquam unde ducimus vitae ipsum.', '2022-07-17: A alias eligendi accusamus consequatur tempora ab voluptates.', '2022-08-16: Sequi accusantium reprehenderit porro eius mollitia.', '2022-10-17: Necessitatibus nemo atque itaque culpa eaque suscipit dolorum ducimus error.', '2022-12-26: Id ullam quasi quam recusandae cupiditate repudiandae porro nemo tenetur.', '2023-03-02: Odit alias repellat fugit quod ullam ex sunt ipsa ut.', '2023-05-12: Sit dolorem officiis nobis accusamus quod.', '2023-07-15: Amet minima eum natus eveniet possimus corrupti perferendis.', '2023-09-11: Voluptas quidem nemo at inventore ratione corporis excepturi.', '2023-10-19: Nemo aliquid id assumenda magnam quo consectetur consequatur nam.', '2024-01-05: Hic necessitatibus natus voluptatum minima doloribus eaque inventore placeat.', '2024-03-23: At perferendis incidunt expedita eum nisi ad esse voluptates nulla.']"
